,Gyny,ColonyStructure,ColonyFoundation,ColonyDensity,Workers,WorkerPolymorphism,MinBodySize,MaxBodySize,SterileWorkers,Sting,Diet,Aggressitivity,ForagingBehaviour,ActivityRange,HasSymbioses,Parasitic,SlaveMaking,NestRaids,Habitat,NestingType,DisturbanceSpecialist,InvasivenessStatus,Ecozone
Formica_cunicularia,Monogynous,Monodomous,NA,NA,7.60140233458373,No,1.6094379124341,1.94591014905531,NA,No,Om,Aggressive,NA,NA,NA,NA,NA,NA,Ge,Gr,Yes,Native,Pa
Typhlomyrmex_pusillus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Exotic,Neo
Pyramica_piliversa,NA,NA,NA,NA,NA,NA,1.1314021114911,1.1314021114911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Tapinoma_carininotum,NA,NA,NA,NA,NA,NA,1.09861228866811,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Gnamptogenys_bisulca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Pyramica_fenkara,NA,NA,NA,NA,NA,NA,1.19392246847243,1.19392246847243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Leptothorax_curvispinosus,Facultative,Polydomous,NA,Abundant,NA,NA,1.09861228866811,1.38629436111989,NA,Yes,Sc,Evasive,NA,Day,No,No,No,No,TF,Ub,NA,Native,Ne
Solenopsis_molesta,Polygynous,NA,Independent,Abundant,4.39444915467244,No,0.832909122935104,1.02961941718116,Yes,Yes,Om,NA,NA,NA,NA,No,NA,NA,Ge,Gr,NA,Native,Co
Xenomyrmex_panamanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Exotic,Neo
Pheidole_boltoni,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TAL,NA,Native,Neo
Camponotus_championi,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Pheidole_arachnion,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,Gr,NA,Native,Neo
Tapinolepis_mediterranea,NA,NA,NA,NA,NA,NA,1.30833281965018,1.38629436111989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AA,NA,NA,Native,Af
Camponotus_essigi,NA,NA,NA,NA,NA,Yes,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Ne
Stegomyrmex_manni,Oligogynous,Monodomous,NA,NA,5.01727983681492,No,NA,NA,NA,Yes,Pr,NA,SF,NA,NA,No,No,No,RF,Gr,No,Native,Neo
Axinidris_luhya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Crematogaster_peringueyi,NA,NA,NA,NA,NA,NA,1.50407739677627,1.70474809223843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gr,NA,NA,Native,Af
Pogonomyrmex_barbatus,Monogynous,Monodomous,Independent,Abundant,9.95232533461943,No,1.79175946922805,2.07944154167984,NA,Yes,Gr,Aggressive,NA,NA,No,No,No,No,Ge,Un,Yes,Native,Co
Anochetus_bytinskii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,NA
Crematogaster_mimosae,NA,NA,NA,NA,NA,Yes,1.50407739677627,1.70474809223843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AA,NA,NA,Native,Af
Camponotus_crawleyi,NA,NA,NA,NA,NA,Yes,2.2512917986065,2.77258872223978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_lycurgus,NA,NA,NA,NA,NA,Yes,2.70805020110221,2.94443897916644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pyramica_brevicornis,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,Pr,NA,SF,NA,NA,NA,No,No,RF,TAL,No,Native,Neo
Camponotus_auropubens,NA,NA,NA,NA,NA,Yes,2.30258509299405,2.30258509299405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Cataglyphis_oasium,NA,NA,NA,NA,7.60140233458373,NA,1.94591014905531,2.89037175789616,NA,NA,Om,NA,NA,NA,NA,NA,NA,NA,NA,Un,NA,Native,Pa
Anochetus_obscuratus,NA,NA,NA,NA,NA,NA,2.01490302054226,2.07944154167984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_ligniperdus,Monogynous,Monodomous,NA,NA,8.29429960885724,Yes,1.94591014905531,2.56494935746154,NA,No,Om,Unresponsive,NA,DayAndNight,NA,NA,NA,NA,Gr,Ub,NA,Native,Pa
Paratrechina_subtilis,NA,NA,NA,NA,NA,No,0.832909122935104,0.832909122935104,NA,NA,Ho,NA,HT,NA,NA,NA,NA,NA,Ge,Ub,NA,Native,Af
Liometopum_luctuosum,NA,NA,NA,NA,NA,Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Ne
Eurhopalothrix_schmidti,NA,Monodomous,NA,NA,NA,No,NA,NA,NA,Yes,Pr,Unresponsive,SF,NA,No,No,No,No,RF,TAL,No,Native,Neo
Myrmica_lobicornis,Facultative,NA,Independent,NA,NA,No,1.6094379124341,1.79175946922805,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Exotic,Pa
Camponotus_impressus,Monogynous,NA,Independent,NA,5.52545293913178,Yes,1.38629436111989,1.79175946922805,No,No,NA,NA,NA,NA,NA,No,NA,NA,Ge,NA,NA,Native,Ne
Crematogaster_minutissima,Oligogynous,NA,NA,NA,5.30330490805908,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Gr,NA,Native,Co
Strumigenys_micretes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pr,NA,NA,NA,NA,NA,NA,NA,RF,Ub,NA,Native,Neo
Camponotus_zimmermanni,NA,NA,NA,NA,NA,Yes,1.6094379124341,1.94591014905531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_crinosa,Polygynous,Polydomous,Facultative,NA,NA,Yes,NA,NA,NA,Yes,Om,NA,Ge,DayAndNight,NA,No,No,No,Ge,TC,No,Exotic,Co
Pyramica_rostrata,Polygynous,NA,Independent,NA,4.74493212836325,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,No,NA,NA,TF,Ub,No,Native,Ne
Polyrhachis_otleti,NA,NA,NA,NA,NA,No,2.04122032885964,2.15176220325946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AA,TC,NA,Native,Af
Odontomachus_laticeps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DayAndNight,NA,NA,NA,NA,Ge,NA,NA,Native,Neo
Formica_talbotae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sc,NA,HT,NA,NA,Yes,NA,NA,NA,NA,NA,Native,Ne
Pheidole_carapuna,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TAL,NA,Native,Neo
Cephalotes_setulifer,Monogynous,Polydomous,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,Evasive,NA,Day,Yes,No,No,No,Ge,TC,No,Native,Neo
Camponotus_tameri,NA,NA,NA,NA,NA,NA,1.90210752639692,1.90210752639692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_petersii,NA,NA,NA,NA,NA,Yes,2.35137525716348,2.77258872223978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gr,Gr,NA,Native,Af
Camponotus_mucronatus,Monogynous,Polydomous,Independent,NA,3.43398720448515,Yes,NA,NA,NA,No,Om,NA,SF,Day,No,No,No,No,Ge,Ub,No,Exotic,Neo
Paraparatrechina_oreias,NA,NA,NA,NA,NA,No,0.8754687373539,1.01160091167848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Pheidole_exarata,Polygynous,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TC,NA,Native,Neo
Plagiolepis_pictipes,NA,NA,NA,NA,NA,NA,0.8754687373539,0.916290731874155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_impressiceps,NA,NA,NA,NA,NA,Yes,1.50407739677627,1.56861591791385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TC,NA,Native,Af
Monomorium_monomorium,NA,NA,NA,NA,NA,No,0.916290731874155,0.993251773010283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Exotic,Co
Camponotus_semitestaceus,NA,NA,NA,NA,NA,Yes,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Ne
Neivamyrmex_radoskowskyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Messor_turcmenochorassanicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Pa
Camponotus_abjectus,NA,NA,NA,NA,NA,Yes,1.87180217690159,2.2512917986065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Rogeria_neilyensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Iridomyrmex_anceps,Polygynous,Polydomous,NA,NA,NA,Yes,1.50407739677627,1.70474809223843,NA,NA,Om,NA,HT,NA,NA,NA,NA,NA,Ge,Un,Yes,Exotic,Co
Cyphomyrmex_muelleri,Polygynous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,LF,NA,Native,Neo
Myrmecia_nigriceps,Monogynous,NA,Independent,NA,NA,No,3.04452243772342,3.36729582998647,NA,Yes,Om,NA,NA,NA,NA,NA,NA,NA,NA,Gr,NA,Native,NA
Messor_stoddardi,NA,NA,NA,NA,5.52545293913178,Yes,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Ne
Wasmannia_sulcaticeps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Strumigenys_idiogenes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pr,NA,NA,NA,NA,NA,NA,NA,AA,NA,NA,Native,Neo
Myrmicocrypta_collaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,NA
Acropyga_panamensis,NA,Monodomous,NA,NA,NA,No,NA,NA,NA,No,NA,Evasive,NA,NA,NA,No,No,No,Ge,Un,No,Native,Neo
Crematogaster_sotobosque,Monogynous,Polydomous,NA,NA,NA,No,NA,NA,NA,Yes,Sc,NA,SF,DayAndNight,NA,NA,NA,No,RF,LF,No,Native,Neo
Crematogaster_tenuicula,NA,Polydomous,Independent,NA,NA,No,NA,NA,NA,Yes,Om,NA,NA,DayAndNight,No,No,No,No,RF,NA,No,Native,Neo
Pachycondyla_ferruginea_panamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Camponotus_clarithorax,NA,NA,NA,NA,NA,Yes,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Ne
Strumigenys_calamita,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pr,NA,NA,NA,NA,NA,NA,NA,RF,LF,NA,Native,Neo
Camponotus_simulans,NA,NA,NA,NA,NA,Yes,1.52605630349505,2.07944154167984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Odontomachus_insularis,Monogynous,NA,Independent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Tapinoma_litorale,Oligogynous,Monodomous,Facultative,NA,3.04452243772342,No,0.810930216216329,0.916290731874155,Yes,No,Om,NA,MR,NA,No,No,No,No,Ge,Ub,Yes,Native,Co
Pyramica_excisa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,LF,NA,Native,Neo
Myrmecocystus_mexicanus,Monogynous,Monodomous,Independent,NA,8.51699317141357,Yes,1.94591014905531,2.39789527279837,NA,No,Om,NA,Ge,Night,NA,No,NA,NA,De,Ub,NA,Native,Co
Paratrechina_weissi,NA,NA,NA,NA,NA,NA,1.16315080980568,1.16315080980568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Pyramica_tigrilla,NA,NA,NA,NA,NA,NA,1.09861228866811,1.16315080980568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Camponotus_staryi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tu,NA,NA,Native,Pa
Stenamma_snellingi,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,TF,NA,NA,Native,Ne
Paratrechina_nimba,NA,NA,NA,NA,NA,NA,1.25276296849537,1.25276296849537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pheidole_hirsuta,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,MR,NA,NA,NA,NA,NA,RF,Gr,NA,Native,Neo
Neivamyrmex_californicus,Monogynous,NA,Dependent,NA,NA,Yes,NA,NA,No,Yes,Om,Aggressive,NA,NA,No,No,No,NA,TF,NA,No,Native,Ne
Lachnomyrmex_scrobiculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Lasius_pliferus,Monogynous,NA,NA,NA,NA,No,1.09861228866811,1.6094379124341,NA,No,Om,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Native,Pa
Tetramorium_grassii,NA,NA,NA,NA,NA,No,1.38629436111989,1.62924053973028,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Ub,NA,Exotic,Co
Lasius_brunneus,Monogynous,NA,NA,NA,NA,No,1.09861228866811,1.6094379124341,No,No,Om,NA,NA,NA,NA,NA,NA,NA,Ge,TC,NA,Native,Pa
Tapinolepis_trimenii,NA,NA,NA,NA,NA,NA,1.25276296849537,1.50407739677627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gr,Gr,NA,Native,Af
Camponotus_punctulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Om,NA,NA,NA,NA,NA,NA,NA,Ge,Un,NA,Native,Neo
Crematogaster_pseudinermis,NA,NA,NA,NA,NA,NA,1.25276296849537,1.55814461804655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pheidole_xerophila,NA,Monodomous,NA,NA,5.95583736946483,Yes,NA,NA,Yes,Yes,Gr,NA,MR,NA,No,No,No,No,Ge,Gr,No,Native,Ne
Formica_truncorum,Oligogynous,Supercolonial,Facultative,NA,NA,No,1.38629436111989,2.30258509299405,NA,No,Om,NA,NA,NA,NA,NA,NA,NA,Ge,Un,NA,Native,Pa
Anochetus_longifossatus,NA,NA,NA,NA,NA,NA,1.75785791755237,1.77495235091167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,In
Camponotus_fornasinii,NA,NA,NA,NA,NA,Yes,2.77258872223978,2.77258872223978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Paratrechina_pubens,Polygynous,Supercolonial,Dependent,Abundant,12.6115410869661,No,1.28093384546206,1.38629436111989,NA,No,Om,Aggressive,Ge,NA,Yes,NA,No,NA,Ge,Ub,Yes,Native,Ne
Procryptocerus_tortuguero,Polygynous,Polydomous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TAL,NA,Native,Neo
Pyramica_lalassa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,LF,NA,Native,Neo
Crematogaster_inermis,NA,NA,NA,NA,NA,NA,1.50407739677627,1.64865862558738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Co
Messor_wasmanni,Monogynous,NA,NA,NA,9.21044036697652,Yes,1.38629436111989,2.30258509299405,NA,Yes,Gr,NA,NA,NA,NA,NA,NA,NA,Ge,Un,NA,Native,Pa
Camponotus_sacchii,NA,NA,NA,NA,NA,Yes,2.35137525716348,2.35137525716348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_brevisetosus,NA,NA,NA,NA,NA,Yes,2.14006616349627,2.70805020110221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Paratrechina_parvula,Monogynous,NA,Independent,NA,4.31748811353631,No,1.16315080980568,1.16315080980568,NA,No,NA,NA,NA,NA,No,No,No,No,NA,NA,No,Native,Ne
Camponotus_decipiens,NA,NA,Independent,NA,5.52545293913178,Yes,1.50407739677627,2.14006616349627,No,No,Om,NA,NA,NA,NA,No,NA,NA,Ge,TAL,NA,Native,Ne
Dolichoderus_mariae,Polygynous,NA,Facultative,NA,10.0753799138395,No,NA,NA,NA,No,NA,NA,NA,NA,NA,No,NA,NA,TF,NA,NA,Native,Ne
Pogonomyrmex_desertorum,Monogynous,Monodomous,Independent,NA,5.52545293913178,No,2.07944154167984,2.07944154167984,NA,Yes,Gr,NA,MR,NA,No,No,No,No,Ge,Un,No,Native,Ne
Aphaenogaster_donann,NA,NA,NA,NA,NA,No,1.94591014905531,2.07944154167984,NA,NA,NA,NA,NA,NA,NA,No,No,No,RF,Un,No,Native,In
Bothriomyrmex_paradoxus,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,No,No,RF,TC,NA,Native,Neo
Pheidole_rhinoceros,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ub,NA,Native,Neo
Pyramica_Sahura,NA,NA,NA,NA,NA,NA,1.19392246847243,1.19392246847243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pheidole_absurda,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,Gr,NA,MR,NA,No,No,No,No,Ge,Gr,NA,Native,Neo
Paratrechina_jaegerskioeldi,NA,NA,NA,NA,NA,No,1.16315080980568,1.28093384546206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Co
Messor_minor,Monogynous,Monodomous,Independent,NA,9.21044036697652,Yes,1.6094379124341,1.94591014905531,NA,Yes,Gr,NA,NA,NA,NA,NA,NA,NA,Ge,Un,NA,Native,Pa
Crematogaster_stigmata,NA,NA,NA,NA,NA,NA,1.50407739677627,1.6094379124341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Af
Rogeria_gibba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Pyramica_anorbicula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Af
Polyrhachis_arnoldi,NA,NA,NA,NA,NA,No,2.07944154167984,2.2082744135228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TC,NA,Native,Af
Solenopsis_geminata,Oligogynous,Supercolonial,Facultative,Abundant,13.3692250178346,Yes,1.38629436111989,2.19722457733622,Yes,Yes,Om,Aggressive,Ge,NA,Yes,Yes,No,NA,Ge,Ub,Yes,Invasive,Co
Pseudomyrmex_ferrugineus,Monogynous,Polydomous,NA,NA,NA,No,NA,NA,NA,Yes,NA,Aggressive,NA,NA,Yes,No,No,No,Ge,NA,No,Native,Neo
Rossomyrmex_proformicarum,Monogynous,Monodomous,Independent,NA,4.61512051684126,No,NA,NA,NA,No,Om,Aggressive,Ge,NA,No,Yes,Yes,Yes,Ge,Gr,No,Native,Pa
Camponotus_namacolus,NA,NA,NA,NA,NA,No,1.79175946922805,1.82454929205105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Anoplolepis_pernix,NA,NA,NA,NA,NA,NA,1.09861228866811,1.09861228866811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gr,NA,NA,Native,Af
Polyrhachis_cornuta,NA,NA,NA,NA,NA,No,1.88706964903238,1.88706964903238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pyramica_erikae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Myrmicocrypta_tuberculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Crematogaster_longispina,Polygynous,Polydomous,Dependent,NA,NA,No,NA,NA,NA,Yes,NA,NA,NA,NA,NA,No,No,No,RF,TC,No,Native,Neo
Polyrhachis_esarata,NA,NA,NA,NA,NA,No,2.10413415427021,2.10413415427021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Camponotus_liogaster,NA,NA,NA,NA,NA,Yes,1.75785791755237,1.75785791755237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Simopone_conciliatrix,NA,NA,NA,NA,NA,NA,1.22377543162212,1.48160454092422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAL,NA,Native,Af
Polyrhachis_lauta,NA,NA,NA,NA,NA,No,1.87180217690159,1.97408102602201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Dolichoderus_schulzi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Pheidole_longinoi,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TC,NA,Native,Neo
Acropyga_kinomurai,Monogynous,Monodomous,NA,Rare,NA,No,1.09861228866811,1.09861228866811,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Gr,No,Native,In
Formica_subsericea,Polygynous,Monodomous,Independent,Abundant,9.09571484613488,No,1.94591014905531,2.07944154167984,NA,No,Om,Aggressive,MR,Day,Yes,No,No,No,Ge,Gr,No,Native,Ne
Cerapachys_decorsei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_cicatriculosa,NA,NA,NA,NA,NA,NA,1.70474809223843,1.70474809223843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Aphaenogaster_senilis,Monogynous,Monodomous,Dependent,NA,7.82444593087762,No,1.38629436111989,1.79175946922805,No,Yes,Om,Aggressive,SF,Day,NA,NA,NA,NA,Ge,Gr,No,Native,Pa
Pheidole_californica,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Ge,Gr,No,Native,Ne
Crematogaster_gratiosa,NA,NA,NA,NA,NA,No,1.16315080980568,1.16315080980568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Crematogaster_brunneipennis,NA,NA,NA,NA,NA,NA,1.22377543162212,1.22377543162212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Polyrhachis_sulcata,NA,NA,NA,NA,NA,No,2.17475172148416,2.32238772029023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
Pseudomyrmex_elongatus,Oligogynous,NA,Independent,NA,NA,No,1.54756250871601,1.56861591791385,NA,Yes,NA,NA,NA,NA,Yes,No,NA,NA,Ge,Ub,No,Native,Neo
Discothyrea_horni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ge,NA,NA,Native,Neo
Monomorium_ergatogyna,Polygynous,NA,NA,NA,NA,No,NA,NA,Yes,Yes,Sc,NA,HT,NA,NA,NA,NA,NA,Ge,TAL,NA,Native,Ne
Procryptocerus_coriarius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,TC,NA,Native,Neo
Odontomachus_haematodus,Monogynous,NA,Independent,NA,5.70711026474888,No,NA,NA,No,Yes,Pr,NA,NA,NA,No,No,No,No,Ge,Ub,No,Exotic,Co
Formica_oreas,NA,NA,NA,NA,NA,Yes,NA,NA,NA,No,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Native,Ne
Anochetus_lucidus†,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Neo
Neivamyrmex_punctaticeps,Monogynous,NA,Independent,NA,NA,Yes,NA,NA,Yes,Yes,Pr,Aggressive,AA,Day,No,No,No,Yes,RF,Ub,No,Native,Neo
Pheidole_daphne,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Myrmecocystus_mendax,Monogynous,Monodomous,Independent,NA,NA,Yes,NA,NA,NA,No,Om,Evasive,Ge,Day,No,No,No,No,Ge,NA,No,Native,Ne
Camponotus_discolor,NA,NA,Independent,NA,4.26267987704132,Yes,1.50407739677627,2.14006616349627,No,No,NA,NA,NA,NA,NA,No,NA,NA,Ge,NA,NA,Native,Ne
Monomorium_sechellense,NA,NA,NA,NA,NA,No,0.916290731874155,0.916290731874155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UA,TC,NA,Native,Co
Myrmelachista_guyanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TDF,NA,NA,Native,Neo
Pachycondyla_gilloglyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RF,NA,NA,Native,Neo
Brachymyrmex_brevicornis,NA,NA,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Exotic,Co
Crematogaster_margaritae,NA,NA,NA,NA,NA,NA,1.3609765531356,1.45861502269952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Native,Af
